code_hs	designation	unite_us	taux_dd	categorie	statut
0304.81.00.00	-- Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)	kg	20.00	3	actif
0304.82.00.00	-- Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)	kg	20.00	3	actif
0304.83.00.00	-- Poissons plats (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae et Citharidae)	kg	20.00	3	actif
0304.84.00.00	-- Espadons (Xiphias gladius)	kg	20.00	3	actif
0304.85.00.00	-- Légines (Dissostichus spp.)	kg	20.00	3	actif
0304.86.00.00	-- Harengs (Clupea harengus, Clupea pallasii)	kg	20.00	3	actif
0304.87.00.00	-- Thons (du genre Thunnus), listaos (bonites à ventre rayé) (Katsuwonus pelamis)	kg	20.00	3	actif
0304.88.00.00	-- Squales, raies (Rajidae)	kg	20.00	3	actif
0304.89.00.00	-- Autres - Autres, congelés :	kg	20.00	3	actif
0304.91.00.00	-- Espadons (Xiphias gladius)	kg	20.00	3	actif
0304.92.00.00	-- Légines (Dissostichus spp.)	kg	20.00	3	actif
0304.93.00.00	-- Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)	kg	20.00	3	actif
0304.94.00.00	-- Lieus d'Alaska (Theragra chalcogramma)	kg	20.00	3	actif
0304.95.00.00	-- Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, autres que les lieus d'Alaska (Theragra chalcogramma)	kg	20.00	3	actif
0304.96.00.00	-- Squales	kg	20.00	3	actif
0304.97.00.00	-- Raies (Rajidae)	kg	20.00	3	actif
0304.99.00.00	-- Autres Poissons séchés, salés ou en saumure; poissons fumés, même cuits avant ou pendant le fumage.	kg	20.00	3	actif
0305.20.00.00	- Foies, (cid:3)ufs et laitances de poissons, séchés	kg	20.00	3	actif
0305.31.00.00	-- Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)	kg	20.00	3	actif
0305.32.00.00	-- Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae	kg	20.00	3	actif
0305.39.00.00	-- Autres - Poissons fumés, y compris les filets, autres que les abats de poissons comestibles :	kg	20.00	3	actif
0305.41.00.00	-- Saumons du Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou et Oncorhynchus rhodurus), saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho)	kg	20.00	3	actif
0305.42.00.00	-- Harengs (Clupea harengus, Clupea pallasii)	kg	20.00	3	actif
0305.43.00.00	-- Truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)	kg	20.00	3	actif
0305.44.00.00	-- Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)	kg	20.00	3	actif
0305.49.00.00	-- Autres - Poissons séchés, autres que les abats de poissons comestibles, même salés mais non fumés :	kg	20.00	3	actif
0305.51.00.00	-- Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)	kg	20.00	3	actif
0305.52.00.00	-- Tilapias (Oreochromis spp.), siluridés	kg	20.00	3	actif
0305.53.00.00	-- Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, autres que morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)	kg	20.00	3	actif
0305.54.00.00	-- Harengs (Clupea harengus, Clupea pallasii), anchois (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinelles (Sardinella spp.), sprats ou esprots (Sprattus sprattus), maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus), maquereaux indo-pacifiques (Rastrelliger spp.), thazards (Scomberomorus spp.), chinchards (Trachurus spp.), carangues (Caranx spp.), mafous (Rachycentron canadum), castagnoles argentées (Pampus spp.), balaous du Pacifique (Cololabis saira), comètes (Decapterus spp.), capelans (Mallotus villosus), espadons (Xiphias gladius), thonines orientales (Euthynnus affinis), bonites (Sarda spp.), makaires, marlins, voiliers (Istiophoridae)	kg	20.00	3	actif
0305.59.00.00	-- Autres - Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles :	kg	20.00	3	actif
0305.61.00.00	-- Harengs (Clupea harengus, Clupea pallasii)	kg	20.00	3	actif
0305.62.00.00	-- Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)	kg	20.00	3	actif
0305.63.00.00	-- Anchois (Engraulis spp.)	kg	20.00	3	actif
0305.64.00.00	-- Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)	kg	20.00	3	actif
0305.69.00.00	-- Autres - Nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles :	kg	20.00	3	actif
0305.71.00.00	-- Ailerons de requins -- Têtes, queues et vessies natatoires de poissons :	kg	20.00	3	actif
0305.72.10.00	--- Têtes de morues	kg	20.00	3	actif
0305.72.90.00	--- Autres	kg	20.00	3	actif
0305.79.00.00	-- Autres Crustacés, même décortiqués, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; crustacés, même décortiqués, fumés, même cuits avant ou pendant le fumage; crustacés non décortiqués, cuits à l'eau ou à la vapeur, même réfrigérés, congelés, séchés, salés ou en saumure. - Congelés :	kg	20.00	3	actif
0306.11.00.00	-- Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)	kg	20.00	3	actif
0306.12.00.00	-- Homards (Homarus spp.)	kg	20.00	3	actif
0306.14.00.00	-- Crabes	kg	20.00	3	actif
0306.15.00.00	-- Langoustines (Nephrops norvegicus)	kg	20.00	3	actif
0306.16.00.00	-- Crevettes d'eau froide (Pandalus spp., Crangon crangon)	kg	20.00	3	actif
0306.17.00.00	-- Autres crevettes	kg	20.00	3	actif
0306.19.00.00	-- Autres - Vivants, frais ou réfrigérés :	kg	20.00	3	actif
0306.31.00.00	-- Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)	kg	20.00	3	actif
0306.32.00.00	-- Homards (Homarus spp.)	kg	20.00	3	actif
0306.33.00.00	-- Crabes	kg	20.00	3	actif
0306.34.00.00	-- Langoustines (Nephrops norvegicus)	kg	20.00	3	actif
0306.35.00.00	-- Crevettes d'eau froide (Pandalus spp., Crangon crangon)	kg	20.00	3	actif
0306.36.00.00	-- Autres crevettes	kg	20.00	3	actif
0306.39.00.00	-- Autres - Autres :	kg	20.00	3	actif
0306.91.00.00	-- Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)	kg	20.00	3	actif
0306.92.00.00	-- Homards (Homarus spp.)	kg	20.00	3	actif
0306.93.00.00	-- Crabes	kg	20.00	3	actif
0306.94.00.00	-- Langoustines (Nephrops norvegicus)	kg	20.00	3	actif
0306.95.00.00	-- Crevettes	kg	20.00	3	actif
0306.99.00.00	-- Autres Mollusques, même séparés de leur coquille, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; mollusques, même décortiqués	kg	20.00	3	actif
0307.11.00.00	-- Vivantes, fraîches ou réfrigérées	kg	20.00	3	actif
0307.12.00.00	-- Congelées	kg	20.00	3	actif
0307.19.00.00	-- Autres - Coquilles St Jacques et autres mollusques de la famille Pectinidae :	kg	20.00	3	actif
0307.21.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.22.00.00	-- Congelés	kg	20.00	3	actif
0307.29.00.00	-- Autres - Moules (Mytilus spp., Perna spp.) :	kg	20.00	3	actif
0307.31.00.00	-- Vivantes, fraîches ou réfrigérées	kg	20.00	3	actif
0307.32.00.00	-- Congelées	kg	20.00	3	actif
0307.39.00.00	-- Autres - Seiches et sépioles ; calmars et encornets :	kg	20.00	3	actif
0307.42.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.43.00.00	-- Congelés	kg	20.00	3	actif
0307.49.00.00	-- Autres - Poulpes ou pieuvres (Octopus spp.) :	kg	20.00	3	actif
0307.51.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.52.00.00	-- Congelés	kg	20.00	3	actif
0307.59.00.00	-- Autres	kg	20.00	3	actif
0307.60.00.00	- Escargots autres que de mer - Clams, coques et arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae) :	kg	20.00	3	actif
0307.71.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.72.00.00	-- Congelés	kg	20.00	3	actif
0307.79.00.00	-- Autres - Ormeaux (Haliotis spp.) et strombes (Strombus spp.) :	kg	20.00	3	actif
0307.81.00.00	-- Ormeaux (Haliotis spp.) vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.82.00.00	-- Strombes (Strombus spp.) vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.83.00.00	-- Ormeaux (Haliotis spp.) congelés	kg	20.00	3	actif
0307.84.00.00	-- Strombes (Strombus spp.) congelés	kg	20.00	3	actif
0307.87.00.00	-- Autres ormeaux (Haliotis spp.)	kg	20.00	3	actif
0307.88.00.00	-- Autres strombes (Strombus spp.) - Autres :	kg	20.00	3	actif
0307.91.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0307.92.00.00	-- Congelés	kg	20.00	3	actif
0307.99.00.00	-- Autres Invertébrés aquatiques autres que les crustacés et mollusques, vivants, frais, réfrigérés, congelés	kg	20.00	3	actif
0308.11.00.00	-- Vivantes, fraîches ou réfrigérées	kg	20.00	3	actif
0308.12.00.00	-- Congelées	kg	20.00	3	actif
0308.19.00.00	-- Autres - Oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) :	kg	20.00	3	actif
0308.21.00.00	-- Vivants, frais ou réfrigérés	kg	20.00	3	actif
0308.22.00.00	-- Congelés	kg	20.00	3	actif
0308.29.00.00	-- Autres	kg	20.00	3	actif
0308.30.00.00	- Méduses (Rhopilema spp.)	kg	20.00	3	actif
0308.90.00.00	- Autres Farines, poudres et agglomérés sous forme de pellets de poisson, crustacés, mollusques et autres invertébrés aquatiques, propres à l'alimentation humaine.	kg	20.00	3	actif
0309.10.00.00	- De poisson - Autres :	kg	10.00	2	actif
0309.90.10.00	-- De Crustacés	kg	10.00	2	actif
0309.90.90.00	-- Autres	kg	10.00	2	actif
0401.10.00.00	- D'une teneur en poids de matières grasses n'excédant pas 1 %	kg	20.00	3	actif
0401.20.00.00	- D'une teneur en poids de matières grasses excédant 1 % mais n'excédant pas 6 %	kg	20.00	3	actif
0401.40.00.00	- D'une teneur en poids de matières grasses excédant 6 % mais n'excédant pas 10 %	kg	20.00	3	actif
0401.50.00.00	- D'une teneur en poids de matières grasses excédant 10 %	kg	20.00	3	actif
0402.10.10.00	-- Conditionnés en emballages de 25 Kg ou plus -- Conditionnés en emballages de moins de 25 Kg :	kg	5.00	1	actif
0402.10.21.00	--- Des types dont la vente est réservée exclusivement en Pharmacie	kg	5.00	1	actif
0402.10.29.00	--- Autres - En poudre, en granulés ou sous d'autres formes solides, d'une teneur en poids de matières grasses excédant 1,5 % : -- Sans addition de sucre ou d'autres édulcorants :	kg	10.00	2	actif
0402.21.10.00	--- Conditionnés en emballages de 25 Kg ou plus --- Conditionnés en emballages de moins de 25 Kg :	kg	5.00	1	actif
0402.21.21.00	---- Des types dont la vente est réservée exclusivement en Pharmacie	kg	5.00	1	actif
0402.21.29.00	---- Autres -- Autres :	kg	10.00	2	actif
0402.29.10.00	--- Conditionnés en emballages de 25 kg ou plus --- Conditionnés en emballages de moins de 25 kg :	kg	5.00	1	actif
0402.29.21.00	---- Des types dont la vente est réservée exclusivement en Pharmacie	kg	5.00	1	actif
0402.29.29.00	---- Autres - Autres : -- Sans addition de sucre ou d'autres édulcorants :	kg	10.00	2	actif
0402.91.10.00	--- Conditionnés en emballages de 25 Kg ou plus	kg	10.00	2	actif
0402.91.20.00	--- Conditionnés en emballages de moins de 25 kg	kg	20.00	3	actif
0402.99.00.00	-- Autres Yoghourt; babeurre, lait et crème caillés, képhir et autres laits et crèmes fermentés ou acidifiés, même concentrés ou additionnés de sucre ou d'autres édulcorants ou aromatisés ou additionnés de fruits ou de cacao. - Yoghourt :	kg	20.00	3	actif
0403.20.10.00	-- Nature, non additionné de fruits ou de	kg	35.00	4	actif
0403.20.20.00	-- Additionné de fruits mais non additionné de cacao	kg	35.00	4	actif
0403.20.30.00	-- Additionné de cacao mais non additionné de fruits	kg	35.00	4	actif
0403.20.90.00	-- Autres - Autres : -- Babeurre:	kg	35.00	4	actif
0403.90.11.00	--- En poudre	kg	5.00	1	actif
0403.90.19.00	--- Autres	kg	5.00	1	actif
0403.90.91.00	--- En poudre	kg	10.00	2	actif
0403.90.99.00	--- Autres Lactosérum, même concentré ou additionné de sucre ou d'autres édulcorants; produits consistant en composants naturels du lait, même additionnés de sucre ou d'autres édulcorants, non dénommés ni compris ailleurs.	kg	20.00	3	actif
0404.10.00.00	- Lactosérum, modifié ou non, même concentré ou additionné de sucre ou d'autres édulcorants	kg	5.00	1	actif
0404.90.00.00	- Autres Beurre et autres matières grasses provenant du lait; pâtes à tartiner laitières.	kg	20.00	3	actif
0405.10.00.00	- Beurre	kg	20.00	3	actif
0405.20.00.00	- Pâtes à tartiner laitières - Autres :	kg	20.00	3	actif
0405.90.10.00	-- Huiles de beurre et matières grasses de beurre	kg	5.00	1	actif
0405.90.90.00	-- Autres. Fromages et caillebotte.	kg	20.00	3	actif
0406.10.00.00	- Fromages frais (non affinés), y compris le fromage de lactosérum, et caillebotte	kg	20.00	3	actif
0406.20.00.00	- Fromages râpés ou en poudre, de tous types	kg	20.00	3	actif
0406.30.00.00	- Fromages fondus, autres que râpés ou en poudre	kg	20.00	3	actif
0406.40.00.00	- Fromages à pâte persillée et autres fromages présentant des marbrures obtenues en utilisant du Penicillium roqueforti	kg	20.00	3	actif
0406.90.00.00	- Autres fromages (cid:4)ufs d'oiseaux, en coquilles, frais, conservés ou cuits. - (cid:4)ufs fertilisés destinés à l'incubation :	kg	20.00	3	actif
0407.11.00.00	-- De volailles de l'espèce Gallus domesticus	kg	5.00	1	actif
0407.19.00.00	-- Autres - Autres (cid:3)ufs frais :	kg	5.00	1	actif
0407.21.00.00	-- De volailles de l'espèce Gallus domesticus	kg	35.00	4	actif
0407.29.00.00	-- Autres	kg	35.00	4	actif
0407.90.00.00	- Autres	kg	35.00	4	actif
0408.11.00.00	-- Séchés kg	kg	20.00	3	actif
0408.19.00.00	-- Autres kg - Autres :	kg	20.00	3	actif
0408.91.00.00	-- Séchés kg	kg	20.00	3	actif
0408.99.00.00	-- Autres kg	kg	20.00	3	actif
0409.00.00.00	Miel naturel. kg Insectes et autres produits comestibles d'origine animale, non dénommés ni compris ailleurs.	kg	20.00	3	actif
0410.10.00.00	- Insectes kg	kg	20.00	3	actif
0410.90.00.00	- Autres kg	kg	20.00	3	actif
0501.00.00.00	Cheveux bruts, même lavés ou dégraissés; déchets de cheveux. Soies de porc ou de sanglier; poils de blaireau et autres poils pour la brosserie; déchets de ces soies ou poils.	kg	5.00	1	actif
0502.10.00.00	- Soies de porc ou de sanglier et déchets de ces soies	kg	5.00	1	actif
0502.90.00.00	- Autres	kg	5.00	1	actif
0504.00.00.00	Boyaux, vessies et estomacs d'animaux, entiers ou en morceaux, autres que ceux de poissons, à l'état frais, réfrigéré, congelé, salé ou en saumure, séché ou fumé. Peaux et autres parties d'oiseaux revêtues de leurs plumes ou de leur duvet, plumes et parties de plumes (même rognées), duvet, bruts ou simplement nettoyés, désinfectés ou traités en vue de leur conservation; poudres et déchets de plumes ou de parties de plumes.	kg	5.00	1	actif
0505.10.00.00	- Plumes des espèces utilisées pour le rembourrage; duvet	kg	5.00	1	actif
0505.90.00.00	- Autres Os et cornillons, bruts, dégraissés, simplement préparés (mais non découpés en forme), acidulés ou dégélatinés; poudres et déchets de ces matières.	kg	5.00	1	actif
0506.10.00.00	- Osséine et os acidulés	kg	5.00	1	actif
0506.90.00.00	- Autres	kg	5.00	1	actif
0507.10.10.00	-- Défenses d'éléphants	kg	5.00	1	actif
0507.10.90.00	-- Autres	kg	5.00	1	actif
0507.90.00.00	- Autres	kg	5.00	1	actif
0508.00.00.00	Corail et matières similaires, bruts ou simplement préparés, mais non autrement travaillés; coquilles et carapaces de mollusques, de crustacés ou d'échinodermes et os de seiches, bruts ou simplement préparés, mais non découpés en forme, leurs poudres et leurs déchets.	kg	5.00	1	actif
0510.00.00.00	Ambre gris, castoréum, civette et musc; cantharides; bile, même séchée; glandes et autres substances d'origine animale utilisées pour la préparation de produits pharmaceutiques, fraîches, réfrigérées, congelées ou autrement conservées de façon provisoire. Produits d'origine animale, non dénommés ni compris ailleurs; animaux morts des Chapitres 1 ou 3, impropres à l'alimentation humaine.	kg	5.00	1	actif
0511.10.00.00	- Sperme de taureaux - Autres :	-	5.00	1	a_verifier
0511.91.00.00	-- Produits de poissons ou de crustacés, mollusques ou autres invertébrés aquatiques; animaux morts du Chapitre	kg	5.00	1	actif
0511.99.00.00	-- Autres	kg	5.00	1	actif
0601.10.00.00	- Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétatif	u	5.00	1	actif
0601.20.00.00	- Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en végétation ou en fleur; plants, plantes et racines de chicorée Autres plantes vivantes (y compris leurs racines), boutures et greffons; blanc de champignons.	u	5.00	1	actif
0602.10.00.00	- Boutures non racinées et greffons	u	5.00	1	actif
0602.20.00.00	- Arbres, arbustes, arbrisseaux et buissons, à fruits comestibles, greffés ou non	u	5.00	1	actif
0602.30.00.00	- Rhododendrons et azalées, greffés ou non	u	5.00	1	actif
0602.40.00.00	- Rosiers, greffés ou non	u	5.00	1	actif
0602.90.00.00	- Autres Fleurs et boutons de fleurs, coupés, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés. - Frais :	kg	5.00	1	actif
0603.11.00.00	-- Roses	kg	20.00	3	actif
0603.12.00.00	-- (cid:4)illets	kg	20.00	3	actif
0603.13.00.00	-- Orchidées	kg	20.00	3	actif
0603.14.00.00	-- Chrysanthèmes	kg	20.00	3	actif
0603.15.00.00	-- Lis (Lilium spp.)	kg	20.00	3	actif
0603.19.00.00	-- Autres	kg	20.00	3	actif
0603.90.00.00	- Autres Feuillages, feuilles, rameaux et autres parties de plantes, sans fleurs ni boutons de fleurs, et herbes, mousses et lichens, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés.	kg	20.00	3	actif
0604.20.00.00	- Frais	kg	20.00	3	actif
0604.90.00.00	- Autres	kg	20.00	3	actif
0701.10.00.00	- De semence	kg	5.00	1	actif
0701.90.00.00	- Autres	kg	35.00	4	actif
0702.00.00.00	Tomates, à l'état frais ou réfrigéré. Oignons, échalotes, aulx, poireaux et autres légumes alliacés, à l'état frais ou réfrigéré.	kg	20.00	3	actif
0703.10.00.00	- Oignons et échalotes	kg	35.00	4	actif
